,brandName,storeName,phoneNumber,street,suburb,state,country,postcode,latitude,longitude,openingHours,services
11,BIG W,BIG W Noosa,1300411875,28 Eenie Creek Road ,Noosaville,QLD,Australia,4566,-26.416084,153.04921,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
12,BIG W,BIG W Mudgee,1300411875,Corner of Market Street and Perry Street ,Mudgee,NSW,Australia,2850,-32.590492,149.58641,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
13,BIG W,BIG W Bankstown,1300411875,1A North Terrace ,Bankstown,NSW,Australia,2200,-33.914185,151.04149,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 10:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
14,BIG W,BIG W North Lakes,1300411875,Corner of Bruce Highway and Anzac Avenue ,Mango Hill,QLD,Australia,4509,-27.24161,153.0146,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
15,BIG W,BIG W South Yarra,1300411875,670 Chapel Street ,South Yarra,VIC,Australia,3141,-37.837227,144.99629,"['Monday: 8:00 AM - 9:00 PM', 'Tuesday: 8:00 AM - 9:00 PM', 'Wednesday: 8:00 AM - 9:00 PM', 'Thursday: 8:00 AM - 10:00 PM', 'Friday: 8:00 AM - 10:00 PM', 'Saturday: 8:00 AM - 10:00 PM', 'Sunday: 9:00 AM - 9:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
16,BIG W,BIG W Brickworks,1300411875,Corner of Ashwin Parade and South Road ,Torrensville,SA,Australia,5031,-34.914047,138.56444,"['Monday: 9:00 AM - 7:00 PM', 'Tuesday: 9:00 AM - 7:00 PM', 'Wednesday: 9:00 AM - 7:00 PM', 'Thursday: 9:00 AM - 8:00 PM', 'Friday: 9:00 AM - 7:00 PM', 'Saturday: 9:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
17,BIG W,BIG W Hervey Bay,1300411875,42 Main Street ,Pialba,QLD,Australia,4655,-25.2823,152.8391,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
18,BIG W,BIG W Doncaster,1300411875,619 Doncaster Road ,Doncaster,VIC,Australia,3108,-37.785,145.12619,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 10:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
19,BIG W,BIG W Lilydale,1300411875,33 Hutchinson Street ,Lilydale,VIC,Australia,3140,-37.75959,145.34766,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
20,BIG W,BIG W Yeppoon,1300411875,42-44 Park Street ,Yeppoon,QLD,Australia,4703,-23.132788,150.73695,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
21,BIG W,BIG W Liverpool,1300411875,25 George Street ,Liverpool,NSW,Australia,2170,-33.9199,150.9217,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 10:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
22,BIG W,BIG W Geelong,1300411875,95 Malop Street ,Geelong,VIC,Australia,3220,-38.146694,144.35873,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 10:00 AM - 5:00 PM', 'Thursday: 8:00 AM - 6:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
23,BIG W,BIG W Mittagong,1300411875,197 Old Hume Highway ,Mittagong,NSW,Australia,2575,-34.447243,150.43822,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
24,BIG W,BIG W Robina,1300411875,Robina Towns Centre Drive ,Robina,QLD,Australia,4226,-28.080482,153.38358,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
25,BIG W,BIG W Canberra City,1300411875,Bunda Street ,Canberra ,ACT,Australia,2601,-35.28049,149.13416,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 10:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
26,BIG W,BIG W Pakenham,1300411875,Corner of John Street and Henry Street ,Pakenham,VIC,Australia,3810,-38.0763,145.4836,"['Monday: 8:00 AM - 8:00 PM', 'Tuesday: 8:00 AM - 8:00 PM', 'Wednesday: 8:00 AM - 8:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
27,BIG W,BIG W Gungahlin,1300411875,Hibberson Street ,Gungahlin,ACT,Australia,2912,-35.185726,149.13611,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 9:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 8:30 AM - 7:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
28,BIG W,BIG W Strathpine,1300411875,295 Gympie Road ,Strathpine,QLD,Australia,4500,-27.3069,152.9925,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
29,BIG W,BIG W Muswellbrook,1300411875,22 Sowerby Street ,Muswellbrook,NSW,Australia,2333,-32.262787,150.8912,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
30,BIG W,BIG W Sunbury,1300411875,Horne Street ,Sunbury,VIC,Australia,3429,-37.579906,144.72676,"['Monday: 8:00 AM - 8:00 PM', 'Tuesday: 8:00 AM - 8:00 PM', 'Wednesday: 8:00 AM - 8:00 PM', 'Thursday: 8:00 AM - 8:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
31,BIG W,BIG W Narellan,1300411875,326 Camden Valley Way ,Narellan,NSW,Australia,2567,-34.04177,150.7373,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 8:30 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
32,BIG W,BIG W Eastland,1300411875,171-175 Maroondah Highway ,Ringwood,VIC,Australia,3134,-37.812733,145.23055,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
33,BIG W,BIG W North Rockhampton,1300411875,62/321 Yaamba Road ,Rockhampton,QLD,Australia,4700,-23.353014,150.52347,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
34,BIG W,BIG W Fountain Gate,1300411875,352 Princes Highway ,Fountain Gate,VIC,Australia,3805,-38.018402,145.30264,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
35,BIG W,BIG W Clifford Gardens,1300411875,Corner of Anzac Street and James Street ,Toowoomba,QLD,Australia,4350,-27.5659,151.9297,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 8:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
36,BIG W,BIG W Kempsey,1300411875,91 Smith Street ,Kempsey,NSW,Australia,2440,-31.07625,152.84444,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
37,BIG W,BIG W Pacific Fair,1300411875,2 - 30 Hooker Boulevard ,Broadbeach Waters,QLD,Australia,4218,-28.036322,153.42978,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
38,BIG W,BIG W Sunshine,1300411875,80 Harvester Road ,Sunshine,VIC,Australia,3020,-37.78762,144.83246,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
39,BIG W,BIG W Green Hills,1300411875,1 Molly Morgan Drive ,East Maitland,NSW,Australia,2323,-32.76067,151.59274,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
40,BIG W,BIG W Pagewood,1300411875,152 Bunnerong Road ,Pagewood,NSW,Australia,2035,-33.944813,151.22426,"['Monday: 8:30 AM - 8:00 PM', 'Tuesday: 8:30 AM - 8:00 PM', 'Wednesday: 8:30 AM - 8:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 8:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 7:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
41,BIG W,BIG W Cairns,1300411875,537 Mulgrave Road ,Earlville,QLD,Australia,4870,-16.944208,145.74008,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
42,BIG W,BIG W Young,1300411875,Boorowa Street ,Young,NSW,Australia,2594,-34.303596,148.27019,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
43,BIG W,BIG W Ballina,1300411875,Corner of Kerr Street and Bangalow Road ,Ballina,NSW,Australia,2478,-28.858536,153.56183,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
44,BIG W,BIG W Carindale,1300411875,Corner of Creek Road and Old Cleveland Road ,Carina,QLD,Australia,4152,-27.4988,153.1007,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
45,BIG W,BIG W Bendigo,1300411875,Mitchell Street ,Bendigo,VIC,Australia,3550,-36.76458,144.28395,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
46,BIG W,BIG W Kawana Waters,1300411875,Corner of Pt Cartwright Drive and Nicklin Way ,Buddina,QLD,Australia,4575,-26.703,153.1285,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
47,BIG W,BIG W Parkmore,1300411875,Cheltenham Road ,Keysborough,VIC,Australia,3173,-37.994427,145.17503,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
48,BIG W,BIG W Cessnock,1300411875,10 Darwin Street ,Cessnock,NSW,Australia,2325,-32.834686,151.3528,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
49,BIG W,BIG W Bundaberg,1300411875,115-119 Takalvan Street ,Bundaberg,QLD,Australia,4670,-24.88722,152.3185,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
50,BIG W,BIG W Southland,1300411875,1239 Nepean Highway ,Cheltenham,VIC,Australia,3192,-37.95809,145.05519,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
51,BIG W,BIG W Parkes,1300411875,Corner of Currajong Street and Browne Street ,Parkes,NSW,Australia,2870,-33.137882,148.17899,"['Monday: 9:00 AM - 6:00 PM', 'Tuesday: 9:00 AM - 6:00 PM', 'Wednesday: 9:00 AM - 6:00 PM', 'Thursday: 9:00 AM - 7:00 PM', 'Friday: 9:00 AM - 6:00 PM', 'Saturday: 9:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
52,BIG W,BIG W Mackay,1300411875,2 Mangrove Road ,Mackay,QLD,Australia,4740,-21.13779,149.179,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
53,BIG W,BIG W Altona Meadows,1300411875,1-23 Central Avenue ,Altona Meadows,VIC,Australia,3028,-37.87158,144.77715,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
54,BIG W,BIG W Loganholme,1300411875,Corner of Bryants Road and Pacific Highway ,Loganholme,QLD,Australia,4129,-27.656443,153.1716,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
55,BIG W,BIG W Dubbo,1300411875,Mitchell Highway and Wheelers Lane ,Dubbo,NSW,Australia,2830,-32.2553,148.63107,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
56,BIG W,BIG W Warwick,1300411875,81 Palmerin Street ,Warwick,QLD,Australia,4370,-28.215515,152.03088,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
57,BIG W,BIG W Tamworth,1300411875,Corner of Bridge Street and Denne Street ,Tamworth,NSW,Australia,2340,-31.0927,150.9203,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 8:00 PM', 'Friday: 8:00 AM - 7:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
58,BIG W,BIG W Echuca,1300411875,Maude Street and Annesley Street ,Echuca,VIC,Australia,3564,-36.131428,144.75227,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
59,BIG W,BIG W Upper Mt Gravatt,1300411875,Corner of Logan Road and Kessels Road ,Upper Mount Gravatt,QLD,Australia,4122,-27.563519,153.08257,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
60,BIG W,BIG W Woden,1300411875,Keltie Street ,Phillip,ACT,Australia,2606,-35.34766,149.08585,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 9:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
61,BIG W,BIG W Wangaratta,1300411875,Ford Street ,Wangaratta,VIC,Australia,3677,-36.355694,146.32367,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 7:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
